order_id,order_date,customer_id,product_id,category,region,channel,quantity,unit_price,revenue,cost,discount
ORD-000075,2024-05-04,CUST-0832,SKU-016,Apparel,South,Online,7,166.83,1688.02,1227.06,37.37
ORD-000076,2023-01-04,CUST-0335,SKU-046,Home & Kitchen,South,Retail,7,56.72,404.35,289.76,11.14
ORD-000077,2024-09-09,CUST-0822,SKU-001,Apparel,North,Retail,4,94.44,360.68,251.69,35.83
ORD-000078,2025-04-10,CUST-0366,SKU-046,Electronics,North,Partner,4,159.31,1058.6,647.04,77.3
ORD-000079,2024-10-25,CUST-0547,SKU-004,Sports,West,Online,3,26.22,76.95,52.65,4.06
ORD-000080,2023-06-04,CUST-0759,SKU-030,Electronics,East,Partner,9,48.11,512.05,285.65,39.62
ORD-000081,2024-06-17,CUST-0576,SKU-045,Apparel,West,Partner,7,116.79,1048.93,767.53,66.23
ORD-000082,2023-09-25,CUST-0233,SKU-046,Apparel,North,Retail,11,226.6,2072.48,1142.51,197.41
ORD-000083,2025-08-22,CUST-0284,SKU-046,Beauty,West,Retail,9,101.62,1021.75,725.72,65.56
ORD-000084,2025-05-30,CUST-0319,SKU-020,Home & Kitchen,West,Partner,10,59.05,904.28,708.15,3.25
ORD-000085,2023-07-06,CUST-0194,SKU-042,Apparel,South,Online,4,97.21,409.69,251.29,39.2
ORD-000086,2024-05-24,CUST-0177,SKU-045,Beauty,South,Partner,9,37.82,471.3,289.08,34.06
ORD-000087,2025-07-28,CUST-0439,SKU-059,Apparel,East,Partner,9,143.69,1583.03,1063.73,34.7
ORD-000088,2025-04-27,CUST-0446,SKU-009,Home & Kitchen,North,Online,9,104.02,1536.41,1197.97,57.79
ORD-000089,2024-12-08,CUST-0349,SKU-052,Electronics,North,Online,10,99.59,1159.46,673.98,51.48
ORD-000090,2024-10-01,CUST-0352,SKU-010,Sports,South,Retail,2,62.13,117.02,72.88,2.84
ORD-000091,2023-02-12,CUST-0251,SKU-020,Sports,North,Online,1,144.42,171.61,102.05,6.26
ORD-000092,2025-01-11,CUST-0630,SKU-045,Sports,South,Partner,11,29.93,446.9,254.09,44.11
ORD-000093,2024-04-18,CUST-0753,SKU-051,Apparel,North,Retail,6,133.27,1177.62,712.44,79.84
ORD-000094,2023-04-02,CUST-0326,SKU-058,Electronics,North,Retail,7,66.21,600.42,452.39,70.4
ORD-000095,2023-09-02,CUST-0528,SKU-052,Home & Kitchen,South,Online,2,45.05,77.14,50.22,3.75
ORD-000096,2024-06-25,CUST-0160,SKU-004,Beauty,West,Retail,6,65.02,485.76,318.92,19.34
ORD-000097,2024-12-27,CUST-0355,SKU-005,Apparel,South,Partner,3,120.72,461.3,352.25,67.55
ORD-000098,2024-05-22,CUST-0126,SKU-058,Electronics,South,Online,8,161.42,1797.4,1165.31,176.22
ORD-000099,2024-09-04,CUST-0476,SKU-060,Electronics,North,Retail,2,278.48,536.73,416.8,75.09
ORD-000100,2025-05-21,CUST-0632,SKU-006,Beauty,East,Partner,3,126.75,596.71,399.61,0.95
ORD-000101,2024-11-17,CUST-0303,SKU-028,Electronics,East,Retail,9,95.4,909.71,529.96,130.77
ORD-000102,2023-12-28,CUST-0136,SKU-055,Electronics,South,Retail,6,90.46,613.12,458.79,17.35
ORD-000103,2024-10-05,CUST-0665,SKU-030,Electronics,South,Retail,2,113.27,213.9,124.97,6.5
ORD-000104,2024-08-21,CUST-0152,SKU-033,Sports,South,Online,2,71.46,142.8,112.8,11.75
ORD-000105,2023-04-19,CUST-0544,SKU-027,Apparel,South,Partner,4,69.48,359.05,263.92,8.51
ORD-000106,2023-03-01,CUST-0633,SKU-025,Home & Kitchen,East,Online,11,110.96,1517.59,901.88,83.38
ORD-000107,2024-10-22,CUST-0348,SKU-011,Home & Kitchen,West,Online,6,125.3,729.92,460.06,30.7
ORD-000108,2024-01-23,CUST-0676,SKU-028,Apparel,West,Partner,6,29.18,221.68,132.12,17.65
ORD-000109,2024-08-21,CUST-0799,SKU-036,Home & Kitchen,West,Online,6,97.98,587.37,439.69,59.44
ORD-000110,2023-11-20,CUST-0052,SKU-041,Apparel,South,Retail,2,79.85,151.09,96.41,6.41
ORD-000111,2023-08-14,CUST-0629,SKU-004,Apparel,East,Online,3,98.52,267.33,185.19,12.44
ORD-000112,2023-05-31,CUST-0098,SKU-006,Apparel,East,Partner,11,190.6,2509.12,1735.3,49.86
ORD-000113,2024-01-17,CUST-0735,SKU-025,Electronics,East,Online,2,229.73,567.67,416.31,8.51
ORD-000114,2025-03-27,CUST-0239,SKU-056,Home & Kitchen,North,Retail,7,123.17,1428.34,1106.65,125.37
ORD-000115,2024-02-05,CUST-0505,SKU-004,Electronics,South,Online,4,174.09,925.07,561.0,36.2
ORD-000116,2024-01-15,CUST-0312,SKU-024,Electronics,West,Online,9,151.96,1675.52,1225.8,98.24
ORD-000117,2024-07-29,CUST-0194,SKU-026,Sports,East,Partner,2,27.82,60.38,47.78,6.63
ORD-000118,2025-09-05,CUST-0455,SKU-022,Apparel,East,Retail,9,112.24,1087.96,651.54,17.48
ORD-000119,2024-01-28,CUST-0709,SKU-015,Electronics,East,Retail,1,30.98,39.99,28.19,5.86
ORD-000120,2024-08-12,CUST-0150,SKU-029,Home & Kitchen,South,Retail,8,23.7,195.14,137.95,26.21
ORD-000121,2024-03-15,CUST-0699,SKU-049,Apparel,West,Online,6,87.93,769.25,457.82,72.56
ORD-000122,2024-08-28,CUST-0832,SKU-034,Electronics,North,Partner,5,80.98,396.62,311.52,44.94
ORD-000123,2024-03-21,CUST-0840,SKU-008,Apparel,West,Retail,6,165.4,1456.77,1160.07,33.87
ORD-000124,2024-09-29,CUST-0144,SKU-002,Home & Kitchen,West,Partner,4,84.5,318.1,233.65,43.3
ORD-000125,2024-07-01,CUST-0060,SKU-039,Electronics,West,Online,7,40.28,342.91,245.11,7.25
ORD-000126,2024-11-07,CUST-0803,SKU-017,Beauty,North,Retail,1,83.41,85.01,64.64,3.33
ORD-000127,2025-08-14,CUST-0400,SKU-050,Sports,West,Online,8,62.48,573.38,408.41,83.53
ORD-000128,2023-05-31,CUST-0251,SKU-043,Apparel,South,Retail,7,48.77,408.56,284.03,44.47
ORD-000129,2024-07-15,CUST-0089,SKU-001,Beauty,East,Online,10,134.83,1548.91,1134.87,112.18
ORD-000130,2024-03-16,CUST-0523,SKU-017,Electronics,North,Partner,2,88.84,259.4,178.47,24.09
ORD-000131,2023-12-24,CUST-0814,SKU-037,Electronics,North,Retail,7,181.76,1410.31,811.93,132.08
ORD-000132,2023-08-28,CUST-0401,SKU-056,Beauty,North,Retail,5,106.64,462.09,282.62,14.96
ORD-000133,2023-02-22,CUST-0664,SKU-058,Apparel,West,Retail,6,204.32,1498.87,1148.5,65.44
ORD-000134,2024-02-07,CUST-0157,SKU-048,Electronics,South,Online,10,67.3,900.06,530.56,68.56
ORD-000135,2025-04-06,CUST-0396,SKU-041,Home & Kitchen,East,Partner,10,70.41,1170.14,696.91,1.47
ORD-000136,2023-04-07,CUST-0104,SKU-010,Home & Kitchen,South,Online,10,70.27,911.21,680.62,31.34
ORD-000137,2024-02-11,CUST-0528,SKU-037,Home & Kitchen,East,Partner,11,96.26,1434.41,1048.98,149.07
ORD-000138,2025-08-25,CUST-0399,SKU-015,Electronics,East,Retail,10,177.7,1967.48,1104.62,282.95
ORD-000139,2025-08-09,CUST-0808,SKU-044,Electronics,North,Online,7,116.24,950.43,636.14,80.89
ORD-000140,2023-08-04,CUST-0389,SKU-032,Apparel,West,Partner,3,47.98,135.01,98.94,9.78
ORD-000141,2023-01-08,CUST-0597,SKU-032,Electronics,East,Partner,6,107.78,670.75,390.08,50.24
ORD-000142,2024-11-02,CUST-0034,SKU-024,Electronics,North,Retail,11,30.01,330.72,258.89,42.85
ORD-000143,2023-01-15,CUST-0213,SKU-044,Home & Kitchen,South,Online,3,88.62,284.42,165.79,1.42
ORD-000144,2023-10-28,CUST-0324,SKU-041,Apparel,East,Retail,2,69.58,121.1,77.52,13.21
ORD-000145,2024-05-12,CUST-0601,SKU-024,Electronics,North,Online,9,198.66,2546.7,1571.25,127.36
ORD-000146,2025-05-24,CUST-0025,SKU-031,Sports,South,Retail,11,124.87,2138.92,1459.66,86.07
ORD-000147,2023-04-03,CUST-0757,SKU-024,Apparel,North,Partner,1,163.85,212.33,117.85,1.95
ORD-000148,2024-10-24,CUST-0055,SKU-021,Sports,North,Online,9,96.98,851.66,592.57,106.08
ORD-000149,2024-06-17,CUST-0606,SKU-055,Home & Kitchen,East,Partner,9,148.66,1716.65,1258.89,13.44
ORD-000150,2023-05-12,CUST-0662,SKU-039,Home & Kitchen,East,Retail,11,76.32,1052.24,783.77,19.76
ORD-000151,2025-04-25,CUST-0386,SKU-004,Apparel,West,Partner,10,116.39,1914.54,1234.5,32.14
ORD-000152,2025-04-25,CUST-0817,SKU-032,Home & Kitchen,North,Retail,11,107.01,1936.27,1530.29,204.89
ORD-000153,2024-04-27,CUST-0371,SKU-031,Electronics,South,Retail,2,106.83,311.93,229.55,28.84
ORD-000154,2025-08-02,CUST-0177,SKU-014,Electronics,East,Partner,6,98.75,710.92,422.54,32.55
ORD-000155,2024-08-29,CUST-0303,SKU-049,Sports,North,Partner,10,57.55,562.29,339.63,17.75
ORD-000156,2025-06-22,CUST-0405,SKU-043,Electronics,East,Online,4,125.51,711.19,546.93,13.39
ORD-000157,2025-08-18,CUST-0028,SKU-004,Apparel,North,Partner,9,92.27,939.69,534.1,8.85
ORD-000158,2024-07-23,CUST-0824,SKU-026,Home & Kitchen,East,Online,11,73.85,903.07,584.38,108.61
ORD-000159,2023-10-08,CUST-0162,SKU-057,Apparel,East,Online,10,101.91,852.13,539.64,19.96
ORD-000160,2023-05-26,CUST-0285,SKU-044,Apparel,South,Online,4,137.97,669.69,429.38,94.67
ORD-000161,2024-07-16,CUST-0412,SKU-016,Beauty,South,Retail,9,102.46,1054.99,604.31,89.48
ORD-000162,2023-07-12,CUST-0154,SKU-037,Electronics,West,Online,4,90.18,370.97,221.4,47.61
ORD-000163,2025-01-20,CUST-0711,SKU-039,Electronics,East,Partner,11,153.76,2384.3,1423.31,1.92
ORD-000164,2025-07-16,CUST-0631,SKU-041,Sports,North,Online,7,45.78,412.16,286.42,22.82
ORD-000165,2023-09-03,CUST-0050,SKU-026,Electronics,East,Retail,9,132.08,1015.44,616.84,105.87
ORD-000166,2024-07-06,CUST-0219,SKU-049,Apparel,West,Retail,2,77.68,185.18,123.48,10.02
ORD-000167,2023-02-19,CUST-0505,SKU-010,Sports,North,Partner,2,96.42,233.89,146.27,23.99
ORD-000168,2023-06-30,CUST-0443,SKU-011,Apparel,East,Online,6,100.09,647.93,363.6,27.47
ORD-000169,2024-01-13,CUST-0506,SKU-007,Beauty,West,Retail,7,214.3,1822.09,1153.45,179.01
ORD-000170,2025-06-03,CUST-0273,SKU-017,Sports,West,Online,2,26.13,79.07,57.16,7.98
ORD-000171,2025-08-27,CUST-0898,SKU-005,Sports,South,Retail,4,140.17,617.27,414.36,80.33
ORD-000172,2024-10-03,CUST-0353,SKU-003,Electronics,South,Online,5,124.48,586.79,424.09,62.91
ORD-000173,2024-08-06,CUST-0829,SKU-006,Electronics,South,Partner,8,107.74,906.73,530.53,50.63
ORD-000174,2024-07-23,CUST-0186,SKU-035,Sports,South,Online,10,76.16,846.66,647.4,75.19
ORD-000175,2023-03-02,CUST-0323,SKU-037,Sports,West,Retail,9,99.18,1112.27,817.22,28.88
ORD-000176,2024-01-12,CUST-0016,SKU-026,Electronics,North,Retail,11,206.53,2747.52,1566.71,327.07
ORD-000177,2025-09-10,CUST-0601,SKU-036,Electronics,West,Online,11,39.08,458.63,298.88,1.72
ORD-000178,2024-02-15,CUST-0342,SKU-011,Electronics,North,Online,11,186.46,2812.19,1996.46,51.73
ORD-000179,2023-08-02,CUST-0629,SKU-028,Electronics,South,Partner,10,160.98,1521.57,1180.65,90.29
ORD-000180,2023-08-28,CUST-0783,SKU-033,Apparel,North,Partner,8,135.78,941.38,668.82,59.52
ORD-000181,2024-12-14,CUST-0265,SKU-008,Apparel,East,Partner,7,140.94,1181.75,930.96,14.25
ORD-000182,2023-02-08,CUST-0612,SKU-051,Home & Kitchen,South,Online,9,175.85,1856.57,1107.66,174.59
ORD-000183,2025-08-27,CUST-0430,SKU-007,Electronics,West,Retail,11,27.1,328.19,221.51,46.85
ORD-000184,2025-05-26,CUST-0791,SKU-038,Electronics,East,Retail,5,88.45,684.97,389.52,9.33
ORD-000185,2024-07-21,CUST-0281,SKU-025,Electronics,South,Retail,4,119.3,534.85,361.01,43.77
ORD-000186,2024-04-12,CUST-0288,SKU-042,Electronics,East,Online,10,59.72,882.33,485.45,28.25
ORD-000187,2025-01-31,CUST-0177,SKU-043,Electronics,North,Retail,8,114.8,1350.3,745.91,52.41
ORD-000188,2024-07-01,CUST-0014,SKU-011,Beauty,North,Retail,2,232.84,566.35,331.53,65.74
ORD-000189,2024-04-22,CUST-0583,SKU-029,Apparel,South,Online,4,96.63,567.36,361.66,4.11
ORD-000190,2023-11-19,CUST-0189,SKU-025,Electronics,South,Partner,2,126.98,239.25,151.37,7.81
ORD-000191,2024-03-22,CUST-0001,SKU-040,Home & Kitchen,West,Retail,11,49.52,800.34,639.6,3.86
ORD-000192,2025-01-21,CUST-0259,SKU-026,Beauty,West,Online,2,159.48,451.45,260.35,51.39
ORD-000193,2023-02-25,CUST-0751,SKU-004,Sports,West,Partner,1,130.11,160.28,95.68,11.45
ORD-000194,2023-01-26,CUST-0799,SKU-029,Home & Kitchen,North,Retail,5,120.36,673.58,513.01,51.66
ORD-000195,2024-12-21,CUST-0657,SKU-004,Apparel,South,Retail,5,61.21,378.99,280.7,43.25
ORD-000196,2024-01-08,CUST-0820,SKU-051,Apparel,West,Partner,1,99.25,117.93,85.19,10.27
ORD-000197,2025-03-14,CUST-0212,SKU-023,Apparel,East,Partner,6,37.8,370.89,205.67,44.09
ORD-000198,2023-01-31,CUST-0221,SKU-036,Sports,East,Partner,8,200.75,1831.95,1075.58,133.81
ORD-000199,2025-06-26,CUST-0580,SKU-047,Sports,East,Online,9,79.08,992.86,744.01,137.63
ORD-000200,2023-05-03,CUST-0227,SKU-027,Apparel,East,Partner,3,74.45,284.28,161.05,17.3
ORD-000201,2024-02-20,CUST-0276,SKU-021,Sports,East,Online,9,106.28,1329.83,931.52,159.8
ORD-000202,2025-08-25,CUST-0387,SKU-056,Home & Kitchen,West,Partner,8,129.31,1145.37,726.48,43.06
ORD-000203,2023-04-19,CUST-0800,SKU-042,Home & Kitchen,North,Partner,10,51.69,667.79,430.17,29.71
ORD-000204,2024-10-19,CUST-0237,SKU-053,Electronics,South,Partner,7,45.29,305.7,206.67,24.59
ORD-000205,2024-12-28,CUST-0843,SKU-060,Electronics,South,Retail,2,112.82,288.75,216.85,40.21
ORD-000206,2024-03-04,CUST-0740,SKU-018,Electronics,South,Partner,8,125.43,1437.3,1149.42,89.87
ORD-000207,2023-03-21,CUST-0606,SKU-011,Beauty,East,Retail,9,185.49,2144.66,1616.78,314.21
ORD-000208,2024-06-07,CUST-0629,SKU-021,Sports,East,Partner,8,114.37,1215.23,867.45,113.88
ORD-000209,2024-03-09,CUST-0186,SKU-042,Sports,South,Partner,7,140.96,1426.06,1085.4,148.27
ORD-000210,2025-05-22,CUST-0841,SKU-009,Sports,West,Partner,9,80.59,1135.33,658.16,83.52
ORD-000211,2024-11-13,CUST-0081,SKU-015,Sports,South,Online,10,89.34,931.4,619.25,136.64
ORD-000212,2023-12-11,CUST-0376,SKU-037,Apparel,,Retail,6,134.82,842.58,670.2,103.84
ORD-000213,2023-02-28,CUST-0809,SKU-028,Sports,North,Partner,5,127.1,788.39,507.03,53.2
ORD-000214,2024-08-13,CUST-0896,SKU-022,Electronics,West,Retail,7,153.21,1099.97,633.04,24.49
ORD-000215,2023-10-07,CUST-0079,SKU-039,Home & Kitchen,East,Retail,8,39.38,263.16,187.96,10.72
ORD-000216,2024-11-14,CUST-0365,SKU-012,Electronics,North,Retail,3,69.16,217.17,131.97,29.76
ORD-000217,2025-05-13,CUST-0070,SKU-036,Beauty,South,Partner,2,136.32,435.77,340.59,19.07
ORD-000218,2023-12-22,CUST-0213,SKU-051,Sports,North,Online,6,100.98,665.22,410.05,26.16
ORD-000219,2025-06-22,CUST-0873,SKU-053,Electronics,East,Retail,8,39.24,444.7,322.41,22.34
ORD-000220,2024-06-03,CUST-0743,SKU-047,Sports,West,Retail,1,28.62,38.5,29.37,5.25
ORD-000221,2024-06-14,CUST-0195,SKU-010,Sports,North,Online,3,18.42,71.67,40.79,8.23
ORD-000222,2025-02-04,CUST-0617,SKU-017,Electronics,West,Online,11,57.97,950.78,754.69,95.38
ORD-000223,2025-02-28,CUST-0584,SKU-011,Home & Kitchen,North,Online,6,61.91,592.52,392.22,9.67
ORD-000224,2025-06-28,CUST-0398,SKU-001,Apparel,West,Online,11,80.62,1227.47,841.18,163.61
ORD-000225,2025-09-26,CUST-0843,SKU-049,Home & Kitchen,South,Retail,9,138.9,1313.69,851.59,72.72
ORD-000226,2023-06-01,CUST-0568,SKU-035,Sports,East,Partner,1,134.24,160.19,88.74,8.2
ORD-000227,2024-02-17,CUST-0217,SKU-036,Home & Kitchen,West,Online,2,52.69,145.31,113.62,10.93
ORD-000228,2025-07-22,CUST-0040,SKU-059,Electronics,East,Retail,1,75.39,94.58,55.88,7.72
ORD-000229,2023-11-04,CUST-0186,SKU-022,Home & Kitchen,East,Partner,10,92.52,822.96,547.86,103.48
ORD-000230,2023-01-06,CUST-0497,SKU-057,Home & Kitchen,East,Retail,5,91.7,471.26,304.3,51.2
ORD-000231,2024-07-30,CUST-0675,SKU-034,Electronics,East,Retail,3,156.98,509.0,341.61,69.14
ORD-000232,2025-01-22,CUST-0016,SKU-049,Electronics,South,Partner,6,145.64,1241.76,843.56,180.0
ORD-000233,2025-01-13,CUST-0453,SKU-044,Apparel,West,Partner,8,182.09,1994.5,1592.87,87.0
ORD-000234,2025-03-21,CUST-0472,SKU-032,Electronics,North,Partner,6,117.53,1162.71,684.26,76.36
ORD-000235,2024-10-05,CUST-0091,SKU-030,Electronics,South,Online,1,283.91,268.06,173.59,11.29
ORD-000236,2023-05-17,CUST-0768,SKU-051,Home & Kitchen,West,Partner,4,89.82,445.65,341.34,61.81
ORD-000237,2025-04-27,CUST-0800,SKU-028,Beauty,West,Online,5,87.48,717.84,529.14,61.37
ORD-000238,2024-02-23,CUST-0074,SKU-052,Apparel,South,Online,7,132.84,1302.8,984.95,38.51
ORD-000239,2025-04-27,CUST-0885,SKU-026,Home & Kitchen,North,Retail,8,138.05,1812.49,1209.24,247.56
ORD-000240,2025-03-26,CUST-0273,SKU-010,Sports,North,Retail,5,163.67,1354.85,885.49,134.91
ORD-000241,2025-08-28,CUST-0162,SKU-013,Home & Kitchen,East,Partner,4,172.17,756.13,476.82,17.01
ORD-000242,2023-01-15,CUST-0296,SKU-059,Home & Kitchen,North,Retail,5,58.95,315.32,200.18,10.01
ORD-000243,2025-05-16,CUST-0012,SKU-049,Electronics,South,Partner,2,68.32,216.98,124.25,15.51
ORD-000244,2024-09-20,CUST-0081,SKU-059,Sports,West,Online,1,135.6,127.84,95.45,17.51
